,500.0,578.9473684210526,657.8947368421052,736.8421052631579,815.7894736842105,894.7368421052631,973.6842105263158,1052.6315789473683,1131.578947368421,1210.5263157894738,1289.4736842105262,1368.421052631579,1447.3684210526317,1526.3157894736842,1605.2631578947369,1684.2105263157894,1763.157894736842,1842.1052631578948,1921.0526315789473,2000.0
500.0,17689.0,16641.0,15876.0,12996.0,12996.0,12769.0,11664.0,10816.0,8281.0,7921.0,7396.0,7921.0,7569.0,6561.0,4761.0,3844.0,4624.0,2601.0,2209.0,2704.0
578.9473684210526,17956.0,16129.0,15876.0,13924.0,12769.0,11449.0,10609.0,9604.0,8649.0,6561.0,4624.0,7396.0,6084.0,5041.0,4356.0,4489.0,2601.0,1296.0,2025.0,1225.0
657.8947368421052,17689.0,15129.0,14161.0,12996.0,11881.0,11236.0,10000.0,8649.0,7921.0,7921.0,4761.0,7056.0,3481.0,3721.0,4225.0,3136.0,2025.0,1089.0,1296.0,1024.0
736.8421052631579,16900.0,16900.0,12769.0,12544.0,11025.0,10609.0,9801.0,8464.0,6241.0,5625.0,4761.0,5184.0,5184.0,2401.0,1521.0,1764.0,1936.0,676.0,625.0,324.0
815.7894736842105,16900.0,14400.0,12544.0,13456.0,9801.0,9409.0,9216.0,8464.0,6084.0,4900.0,4900.0,4761.0,4096.0,3136.0,2209.0,1600.0,841.0,576.0,529.0,324.0
894.7368421052631,15376.0,13225.0,11025.0,10609.0,9216.0,9216.0,8464.0,7744.0,6084.0,3844.0,3481.0,4356.0,2809.0,1225.0,841.0,841.0,625.0,225.0,144.0,9.0
973.6842105263158,14884.0,12769.0,12321.0,11236.0,8464.0,9025.0,7921.0,7225.0,5625.0,3600.0,2916.0,3481.0,1936.0,1936.0,441.0,676.0,25.0,81.0,1.0,49.0
1052.6315789473683,14884.0,13456.0,11236.0,9216.0,8100.0,7056.0,6241.0,5625.0,3481.0,3136.0,2025.0,3721.0,1089.0,1681.0,441.0,324.0,49.0,4.0,1.0,484.0
1131.578947368421,13924.0,12321.0,10000.0,10404.0,8100.0,6889.0,5476.0,3721.0,4761.0,2809.0,1600.0,2209.0,900.0,729.0,256.0,4.0,36.0,729.0,361.0,361.0
1210.5263157894738,14400.0,11664.0,9409.0,10000.0,7744.0,5929.0,5041.0,4096.0,3600.0,3844.0,1764.0,2304.0,1024.0,169.0,9.0,196.0,1089.0,576.0,144.0,1849.0
1289.4736842105262,12544.0,9025.0,7225.0,8836.0,6084.0,5929.0,5625.0,3844.0,2601.0,1764.0,1225.0,1849.0,324.0,256.0,169.0,25.0,100.0,676.0,1444.0,3025.0
1368.421052631579,11449.0,10000.0,7396.0,8281.0,5329.0,5041.0,3969.0,3249.0,1444.0,1849.0,576.0,576.0,256.0,25.0,169.0,256.0,625.0,2809.0,2209.0,4489.0
1447.3684210526317,11664.0,10404.0,7225.0,7056.0,5476.0,3481.0,3969.0,2601.0,1369.0,1444.0,676.0,841.0,225.0,64.0,625.0,400.0,1849.0,3025.0,2916.0,4900.0
1526.3157894736842,10609.0,9801.0,6241.0,6084.0,5776.0,4096.0,2916.0,2025.0,784.0,1156.0,25.0,529.0,225.0,289.0,1936.0,1225.0,3249.0,5041.0,5476.0,6561.0
1605.2631578947369,10201.0,7744.0,5329.0,7396.0,5041.0,2916.0,3364.0,1600.0,225.0,784.0,196.0,324.0,169.0,441.0,2025.0,2209.0,2704.0,3969.0,5625.0,8649.0
1684.2105263157894,9216.0,6724.0,6561.0,6241.0,3025.0,2401.0,1444.0,1089.0,361.0,144.0,9.0,144.0,289.0,324.0,1849.0,3600.0,3844.0,4761.0,5041.0,11025.0
1763.157894736842,10609.0,7225.0,4356.0,4624.0,2401.0,2809.0,2209.0,900.0,225.0,4.0,25.0,64.0,81.0,1296.0,4489.0,5929.0,5184.0,6724.0,7396.0,11025.0
1842.1052631578948,8649.0,6561.0,4761.0,3481.0,2116.0,2304.0,1225.0,1521.0,144.0,289.0,441.0,49.0,961.0,1369.0,2601.0,4900.0,7396.0,10000.0,11236.0,17161.0
1921.0526315789473,8464.0,5625.0,5184.0,4225.0,2025.0,2025.0,400.0,729.0,49.0,16.0,529.0,49.0,1296.0,1936.0,4900.0,7396.0,7225.0,9604.0,9604.0,17956.0
2000.0,8100.0,5329.0,4225.0,5329.0,1369.0,1225.0,625.0,256.0,16.0,25.0,324.0,484.0,1681.0,2401.0,8649.0,7744.0,11664.0,15129.0,15625.0,20449.0
